"","V1"
"5457","Urocitellus undulatus"
"5458","Urocitellus washingtoni"
"5459","Urocyon cinereoargenteus"
"5460","Urocyon littoralis"
"5461","Uroderma bilobatum"
"5462","Uroderma magnirostrum"
"5463","Uromys anak"
"5464","Uromys boeadii"
"5465","Uromys caudimaculatus"
"5466","Uromys emmae"
"5467","Uromys hadrourus"
"5468","Uromys imperator"
"5469","Uromys neobritannicus"
"5470","Uromys porculus"
"5471","Uromys rex"
"5472","Uromys siebersi"
"5473","Uromys vika"
"5474","Uropsilus andersoni"
"5475","Uropsilus gracilis"
"5476","Uropsilus investigator"
"5477","Uropsilus soricipes"
"5478","Urotrichus talpoides"
"5479","Ursus americanus"
"5480","Ursus arctos"
"5481","Ursus maritimus"
"5482","Ursus thibetanus"
"5483","Vampyressa melissa"
"5484","Vampyressa pusilla"
"5485","Vampyressa thyone"
"5486","Vampyriscus bidens"
"5487","Vampyriscus brocki"
"5488","Vampyriscus nymphaea"
"5489","Vampyrodes caraccioli"
"5490","Vampyrodes major"
"5491","Vampyrum spectrum"
"5492","Vandeleuria nilagirica"
"5493","Vandeleuria nolthenii"
"5494","Vandeleuria oleracea"
"5495","Varecia rubra"
"5496","Varecia variegata"
"5497","Vernaya fulva"
"5498","Vespadelus baverstocki"
"5499","Vespadelus caurinus"
"5500","Vespadelus darlingtoni"
"5501","Vespadelus douglasorum"
"5502","Vespadelus finlaysoni"
"5503","Vespadelus pumilus"
"5504","Vespadelus regulus"
"5505","Vespadelus troughtoni"
"5506","Vespadelus vulturnus"
"5507","Vespertilio murinus"
"5508","Vespertilio sinensis"
"5509","Vicugna vicugna"
"5510","Viverra civettina"
"5511","Viverra megaspila"
"5512","Viverra tangalunga"
"5513","Viverra zibetha"
"5514","Viverricula indica"
"5515","Voalavo antsahabensis"
"5516","Voalavo gymnocaudus"
"5517","Volemys millicens"
"5518","Volemys musseri"
"5519","Vombatus ursinus"
"5520","Vormela peregusna"
"5521","Vulpes bengalensis"
"5522","Vulpes cana"
"5523","Vulpes chama"
"5524","Vulpes corsac"
"5525","Vulpes ferrilata"
"5526","Vulpes lagopus"
"5527","Vulpes macrotis"
"5528","Vulpes pallida"
"5529","Vulpes rueppellii"
"5530","Vulpes velox"
"5531","Vulpes vulpes"
"5532","Vulpes zerda"
"5533","Wallabia bicolor"
"5534","Wiedomys cerradensis"
"5535","Wiedomys pyrrhorhinos"
"5536","Wilfredomys oenax"
"5537","Wyulda squamicaudata"
"5538","Xenomys nelsoni"
"5539","Xenuromys barbatus"
"5540","Xeromys myoides"
"5541","Xeronycteris vieirai"
"5542","Xerospermophilus mohavensis"
"5543","Xerospermophilus perotensis"
"5544","Xerospermophilus spilosoma"
"5545","Xerospermophilus tereticaudus"
"5546","Xerus erythropus"
"5547","Xerus inauris"
"5548","Xerus princeps"
"5549","Xerus rutilus"
"5550","Zaglossus attenboroughi"
"5551","Zaglossus bartoni"
"5552","Zaglossus bruijnii"
"5553","Zapus hudsonius"
"5554","Zapus princeps"
"5555","Zapus trinotatus"
"5556","Zelotomys hildegardeae"
"5557","Zelotomys woosnami"
"5558","Zenkerella insignis"
"5559","Zygodontomys brevicauda"
"5560","Zygodontomys brunneus"
"5561","Zygogeomys trichopus"
"5562","Zyzomys argurus"
"5563","Zyzomys maini"
"5564","Zyzomys palatalis"
"5565","Zyzomys pedunculatus"
"5566","Zyzomys woodwardi"
